sheet,state_name,constituency_name,number_of_polling_stations,dates_polling,dates_counting,dates_results,result_winner_name,result_winner_party,result_winner_votes,result_runner_up_name,result_runner_up_party,result_runner_up_votes,result_margin,candidate_Nominated_m,candidate_Nomination Rejected_m,candidate_Withdrawn_m,candidate_Contested_m,candidate_Forfeited Deposit_m,candidate_Nominated_w,candidate_Nomination Rejected_w,candidate_Withdrawn_w,candidate_Contested_w,candidate_Forfeited Deposit_w,candidate_Nominated_t,candidate_Nomination Rejected_t,candidate_Withdrawn_t,candidate_Contested_t,candidate_Forfeited Deposit_t,candidate_Nominated_total,candidate_Nomination Rejected_total,candidate_Withdrawn_total,candidate_Contested_total,candidate_Forfeited Deposit_total,elector_General_m,elector_OverSeas_m,elector_Service_m,elector_Total_m,elector_General_w,elector_OverSeas_w,elector_Service_w,elector_Total_w,elector_General_t,elector_OverSeas_t,elector_Service_t,elector_Total_t,elector_General_total,elector_OverSeas_total,elector_Service_total,elector_Total_total,voter_General_m,voter_Overseas_m,voter_Proxy_m,voter_Postal_m,voter_Total_m,voter_Votes Rejected due to other Reason_m,voter_POLLING PERCENTAGE_m,voter_General_w,voter_Overseas_w,voter_Proxy_w,voter_Postal_w,voter_Total_w,voter_Votes Rejected due to other Reason_w,voter_POLLING PERCENTAGE_w,voter_General_t,voter_Overseas_t,voter_Proxy_t,voter_Postal_t,voter_Total_t,voter_Votes Rejected due to other Reason_t,voter_POLLING PERCENTAGE_t,voter_General_total,voter_Overseas_total,voter_Proxy_total,voter_Postal_total,voter_Total_total,voter_Votes Rejected due to other Reason_total,voter_POLLING PERCENTAGE_total,votes_Total Votes Polled On EVM,votes_Total Deducted Votes From EVM,votes_Total Valid Votes polled on EVM,votes_Postal Votes Counted,votes_Postal Votes Deducted,votes_Valid Postal Votes,votes_Total Valid Votes Polled,votes_Test Votes polled On EVM,votes_Votes Polled for 'NOTA'(Including Postal),votes_Tendered Votes
S20-10,Rajasthan-S20,KARAULI-DHOLPUR-SC,1987,06/05/2019,23/05/2019,23/05/2019,MANOJ RAJORIA,Bharatiya Janata Party,526443,SANJAY KUMAR,Indian National Congress,428761,97682,5,NA,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,971424,1,4833,976258,834217,1,84,834302,14,0,0,14,1805655,2,4917,1810574,554132,0,NA,NA,NA,NA,NA,440287,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,994421,0,0,4709,999130,0,55.119999999999997,994421,7306,987115,4709,1099,3610,990725,0,7319,6
S20-11,Rajasthan-S20,Dausa-ST,1954,06/05/2019,23/05/2019,23/05/2019,Jaskaur Meena,Bharatiya Janata Party,548733,Savita Meena,Indian National Congress,470289,78444,7,NA,1,6,6,5,0,0,5,3,0,0,0,0,0,12,0,1,11,9,912009,NA,3850,915859,814365,0,63,814428,2,0,0,2,1726376,0,3913,1730289,573319,0,NA,NA,NA,NA,NA,483328,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1056647,0,0,7431,1064078,0,61.43,1056647,7373,1049274,7431,1265,6166,1055440,0,7394,11
S20-12,Rajasthan-S20,TONK-SAWAI MADHOPUR-GEN,2072,29/04/2019,23/05/2019,23/05/2019,Sukhbir Singh Jaunapuria,Bharatiya Janata Party,644319,Namonarayan,Indian National Congress,533028,111291,9,NA,2,7,5,1,0,0,1,1,0,0,0,0,0,10,0,2,8,6,1021913,NA,2277,1024190,921754,0,47,921801,1,0,0,1,1943668,0,2324,1945992,663862,0,NA,NA,NA,NA,NA,564693,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1228555,0,0,5912,1234467,0,63.380000000000003,1228555,8954,1219601,5912,1029,4883,1224484,0,8974,14
S20-13,Rajasthan-S20,Ajmer-GEN,1951,29/04/2019,23/05/2019,23/05/2019,Bhagirath Chaudhary,Bharatiya Janata Party,815076,Riju Jhunjhunwala,Indian National Congress,398652,416424,10,1,3,6,4,1,0,0,1,1,0,0,0,0,0,11,1,3,7,5,954234,6,3410,957650,918560,4,120,918684,12,0,0,12,1872806,10,3530,1876346,652041,0,NA,NA,NA,NA,NA,604830,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1256878,0,0,6368,1263246,0,67.269999999999996,1256878,9549,1247329,6368,1061,5307,1252636,0,9578,56
S20-14,Rajasthan-S20,Nagaur-GEN,1971,06/05/2019,23/05/2019,23/05/2019,HANUMAN BENIWAL,Rashtriya Loktantrik Party,660051,DR. JYOTI MIRDHA,Indian National Congress,478791,181260,12,NA,1,11,10,2,0,0,2,1,0,0,0,0,0,14,0,1,13,11,1000581,NA,8322,1008903,923978,0,280,924258,8,0,0,8,1924567,0,8602,1933169,618537,0,NA,NA,NA,NA,NA,577497,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1196036,0,0,8737,1204773,0,62.240000000000002,1196036,12979,1183057,8737,1719,7018,1190075,0,13049,4
S20-15,Rajasthan-S20,Pali-GEN,2236,29/04/2019,23/05/2019,23/05/2019,P. P. CHAUDHARY,Bharatiya Janata Party,900149,BADRIRAM JAKHAR,Indian National Congress,418552,481597,14,NA,6,8,6,0,0,0,0,0,0,0,0,0,0,14,0,6,8,6,1123092,NA,4713,1127805,1033664,0,176,1033840,18,0,0,18,2156774,0,4889,2161663,686790,0,NA,NA,NA,NA,NA,658426,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1345225,0,0,16290,1361515,0,62.909999999999997,1345225,15105,1330120,16290,1791,14499,1344619,0,15180,32
S20-16,Rajasthan-S20,Jodhpur-GEN,1993,29/04/2019,23/05/2019,23/05/2019,Gajendra Singh Shekhawat,Bharatiya Janata Party,788888,Vaibhav Gehlot,Indian National Congress,514448,274440,9,NA,1,8,6,3,1,0,2,2,0,0,0,0,0,12,1,1,10,8,1021155,11,5175,1026341,930212,5,187,930404,10,0,0,10,1951377,16,5362,1956755,711435,3,NA,NA,NA,NA,NA,623543,2,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1334980,5,0,12948,1347933,0,68.799999999999997,1334985,11654,1323331,12948,1724,11224,1334555,0,11688,77
S20-17,Rajasthan-S20,Barmer-GEN,2552,29/04/2019,23/05/2019,23/05/2019,KAILASH CHOUDHARY,Bharatiya Janata Party,846526,MANVENDRA SINGH,Indian National Congress,522718,323808,16,3,6,7,5,0,0,0,0,0,0,0,0,0,0,16,3,6,7,5,1031188,NA,2118,1033306,907818,0,94,907912,13,0,0,13,1939019,0,2212,1941231,746375,0,NA,NA,NA,NA,NA,671560,0,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,1417941,0,0,4934,1422875,0,73.269999999999996,1417941,18989,1398952,4934,611,4323,1403275,0,18996,25
S20-18,Rajasthan-S20,Jalore-GEN,2097,29/04/2019,23/05/2019,23/05/2019,Devaji Patel,Bharatiya Janata Party,772833,Ratan Devasi,Indian National Congress,511723,261110,27,3,10,14,12,1,0,0,1,1,0,0,0,0,0,28,3,10,15,13,1089206,NA,320,1089526,981680,0,25,981705,13,0,0,13,2070899,0,345,2071244,699922,0,NA,NA,NA,NA,NA,660874,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1360799,0,0,828,1361627,0,65.739999999999995,1360799,17711,1343088,828,11,817,1343905,0,17714,37
S20-19,Rajasthan-S20,Udaipur-ST,2275,29/04/2019,23/05/2019,23/05/2019,ARJUNLAL MEENA,Bharatiya Janata Party,871548,RAGHUVIR SINGH MEENA,Indian National Congress,433634,437914,9,NA,0,9,7,0,0,0,0,0,0,0,0,0,0,9,0,0,9,7,1049229,22,248,1049499,1020038,8,13,1020059,1,0,0,1,2069268,30,261,2069559,722674,0,NA,NA,NA,NA,NA,725529,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1448203,0,0,7214,1455417,0,70.280000000000001,1448203,28144,1420059,7214,934,6280,1426339,0,28179,14
S20-20,Rajasthan-S20,Banswara-ST,2115,29/04/2019,23/05/2019,23/05/2019,KANAKMAL KATARA,Bharatiya Janata Party,711709,TARACHAND BHAGORA,Indian National Congress,406245,305464,5,NA,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5,2,996762,NA,162,996924,978429,0,8,978437,7,0,0,7,1975198,0,170,1975368,704324,0,NA,NA,NA,NA,NA,733142,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1437470,0,0,2639,1440109,0,72.879999999999995,1437470,29957,1407513,2639,443,2196,1409709,0,29962,24
S20-21,Rajasthan-S20,Chittorgarh-GEN,2327,29/04/2019,23/05/2019,23/05/2019,Chandra Prakash Joshi,Bharatiya Janata Party,982942,Gopal Singh Shekhawat,Indian National Congress,406695,576247,12,2,1,9,7,1,0,0,1,1,0,0,0,0,0,13,2,1,10,8,1017359,1,518,1017878,997999,0,22,998021,12,0,0,12,2015370,1,540,2015911,755697,0,NA,NA,NA,NA,NA,698787,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1454489,0,0,4777,1459266,0,72.359999999999999,1454489,17513,1436976,4777,521,4256,1441232,0,17528,68
S20-22,Rajasthan-S20,Rajsamand-GEN,2107,29/04/2019,23/05/2019,23/05/2019,Diya Kumari,Bharatiya Janata Party,863039,Devkinandan (Kaka),Indian National Congress,311123,551916,11,1,1,9,8,1,0,0,1,0,0,0,0,0,0,12,1,1,10,8,980556,NA,3437,983993,928770,0,133,928903,15,0,0,15,1909341,0,3570,1912911,620927,0,NA,NA,NA,NA,NA,613083,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1234017,0,0,6831,1240848,0,64.810000000000002,1234017,12641,1221376,6831,1033,5798,1227174,0,12671,18
S20-23,Rajasthan-S20,Bhilwara-GEN,2219,29/04/2019,23/05/2019,23/05/2019,SUBHASH CHANDRA BAHERIA,Bharatiya Janata Party,938160,RAM PAL SHARMA,Indian National Congress,326160,612000,7,2,1,4,2,0,0,0,0,0,0,0,0,0,0,7,2,1,4,2,1014642,12,1422,1016076,981203,1,43,981247,5,0,0,5,1995850,13,1465,1997328,666299,0,NA,NA,NA,NA,NA,641037,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1307337,0,0,3674,1311011,0,65.609999999999999,1307337,17388,1289949,3674,528,3146,1293095,0,17418,74
S20-24,Rajasthan-S20,Kota-GEN,2051,29/04/2019,23/05/2019,23/05/2019,OM BIRLA,Bharatiya Janata Party,800051,RAMNARAIN MEENA,Indian National Congress,520374,279677,24,3,6,15,13,0,0,0,0,0,0,0,0,0,0,24,3,6,15,13,1005844,NA,728,1006572,941385,0,37,941422,16,0,0,16,1947245,0,765,1948010,722450,0,NA,NA,NA,NA,NA,637676,0,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,1360132,0,0,7796,1367928,0,70.180000000000007,1360132,12531,1347601,7796,952,6844,1354445,0,12589,44
S20-25,Rajasthan-S20,JHALAWAR-BARAN-GEN,2187,29/04/2019,23/05/2019,23/05/2019,DUSHYANT SINGH,Bharatiya Janata Party,887400,PRAMOD SHARMA,Indian National Congress,433472,453928,9,2,0,7,5,2,1,1,0,0,0,0,0,0,0,11,3,1,7,5,976262,NA,400,976662,927185,0,7,927192,16,0,0,16,1903463,0,407,1903870,732783,0,NA,NA,NA,NA,NA,636485,0,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,1369276,0,0,741,1370017,0,71.950000000000003,1369276,17078,1352198,741,151,590,1352788,0,17080,20
S21-1,Sikkim-S21,Sikkim-GEN,567,11/04/2019,23/05/2019,23/05/2019,INDRA HANG SUBBA,Sikkim Krantikari Morcha,166922,DEK BAHADUR KATWAL,Sikkim Democratic Front,154489,12433,10,NA,0,10,8,1,0,0,1,1,0,0,0,0,0,11,0,0,11,9,220306,NA,1804,222110,212000,0,18,212018,0,0,0,0,432306,0,1822,434128,173235,0,NA,NA,NA,NA,NA,166645,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,339880,0,0,13535,353415,0,81.019999999999996,339880,2257,337623,13535,1691,11844,349467,0,2279,0
S22-1,Tamil Nadu-S22,Thiruvallur -SC,2206,18/04/2019,23/05/2019,23/05/2019,Dr.K.Jayakumar,Indian National Congress,767292,Dr.P.Venugopal,All India Anna Dravida Munnetra Kazhagam,410337,356955,24,5,1,18,16,4,1,1,2,2,0,0,0,0,0,28,6,2,20,18,961833,31,559,962423,984029,3,69,984101,346,0,0,346,1946208,34,628,1946870,711490,0,NA,NA,NA,NA,NA,691821,0,NA,NA,NA,NA,NA,38,0,NA,NA,NA,NA,NA,1403349,0,0,4916,1408265,0,72.329999999999998,1403349,18175,1385174,4916,176,4740,1389914,0,18275,0
S22-2,Tamil Nadu-S22,Chennai North-GEN,1474,18/04/2019,23/05/2019,24/05/2019,Dr. KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,590986,ALAGAAPURAM R. MOHANRAJ,Desiya Murpokku Dravida Kazhagam,129468,461518,42,19,1,22,21,3,2,0,1,1,0,0,0,0,0,45,21,1,23,22,728672,7,202,728881,758324,2,18,758344,456,0,0,456,1487452,9,220,1487681,477845,0,NA,NA,NA,NA,NA,474835,0,NA,NA,NA,NA,NA,90,0,NA,NA,NA,NA,NA,952770,0,0,3161,955931,0,64.230000000000004,952770,15619,937151,3161,454,2707,939858,0,15687,0
S22-3,Tamil Nadu-S22,Chennai South-GEN,1895,18/04/2019,23/05/2019,23/05/2019,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,564872,Dr.J.JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam,302649,262223,43,8,2,33,32,6,0,0,6,5,1,0,0,1,1,50,8,2,40,38,979352,128,178,979658,993402,44,40,993486,389,0,0,389,1973143,172,218,1973533,567542,0,NA,NA,NA,NA,NA,555856,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1123410,0,0,2931,1126341,0,57.049999999999997,1123410,16838,1106572,2931,537,2394,1108966,0,16891,31
S22-4,Tamil Nadu-S22,Chennai central-GEN,1309,18/04/2019,23/05/2019,23/05/2019,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,448911,SAM PAUL. S.R.,Pattali Makkal Katchi,147391,301520,39,5,7,27,25,5,0,1,4,4,0,0,0,0,0,44,5,8,31,29,660370,77,150,660597,671308,26,15,671349,354,0,0,354,1332032,103,165,1332300,399357,0,NA,NA,NA,NA,NA,383273,0,NA,NA,NA,NA,NA,56,0,NA,NA,NA,NA,NA,782686,0,0,3071,785757,0,58.950000000000003,782686,13768,768918,3071,361,2710,771628,0,13822,15
S22-5,Tamil Nadu-S22,Sriperumbudur-GEN,2360,18/04/2019,23/05/2019,23/05/2019,Baalu.T.R.,Dravida Munnetra Kazhagam,793281,Vaithilingam A,Pattali Makkal Katchi,285326,507955,40,21,1,18,16,2,1,0,1,1,0,0,0,0,0,42,22,1,19,17,1122663,68,346,1123077,1129954,16,61,1130031,340,0,0,340,2252957,84,407,2253448,717038,0,NA,NA,NA,NA,NA,686116,0,NA,NA,NA,NA,NA,24,0,NA,NA,NA,NA,NA,1403178,0,0,3975,1407153,0,62.43,1403178,23288,1379890,3975,426,3549,1383439,0,23343,0
S22-6,Tamil Nadu-S22,Kancheepuram -SC,1913,18/04/2019,23/05/2019,23/05/2019,Selvam.G,Dravida Munnetra Kazhagam,684004,Maragatham K,All India Anna Dravida Munnetra Kazhagam,397372,286632,17,9,0,8,7,4,1,0,3,2,0,0,0,0,0,21,10,0,11,9,805927,5,324,806256,837547,4,12,837563,173,0,0,173,1643647,9,336,1643992,623089,0,NA,NA,NA,NA,NA,609297,0,NA,NA,NA,NA,NA,31,0,NA,NA,NA,NA,NA,1232417,0,0,5741,1238158,0,75.280000000000001,1232417,21591,1210826,5741,616,5125,1215951,0,21661,1
S22-7,Tamil Nadu-S22,Arakkonam-GEN,1700,18/04/2019,23/05/2019,23/05/2019,S. JAGATHRAKSHAKAN,Dravida Munnetra Kazhagam,672190,A.K. MOORTHY,Pattali Makkal Katchi,343234,328956,22,1,3,18,16,2,0,1,1,1,0,0,0,0,0,24,1,4,19,17,731256,7,5024,736287,763587,0,63,763650,79,0,0,79,1494922,7,5087,1500016,580530,0,NA,NA,NA,NA,NA,589120,0,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,1169677,0,0,10035,1179712,0,78.540000000000006,1169677,12015,1157662,10035,1816,8219,1165881,0,12179,0
S22-8,Tamil Nadu-S22,Vellore-GEN,1553,05/08/2019,09/08/2019,09/08/2019,D.M.KATHIR ANAND,Dravida Munnetra Kazhagam,485340,A.C.SHANMUGAM,All India Anna Dravida Munnetra Kazhagam,477199,8141,38,10,2,26,24,5,2,1,2,2,0,0,0,0,0,43,12,3,28,26,701315,36,5983,707334,731098,1,105,731204,105,0,0,105,1432518,37,6088,1438643,503311,0,NA,NA,NA,NA,NA,521692,0,NA,NA,NA,NA,NA,39,0,NA,NA,NA,NA,NA,1025042,0,0,3058,1028100,0,71.319999999999993,1025042,9398,1015644,3058,2064,994,1016638,0,9417,0
S22-9,Tamil Nadu-S22,Krishnagiri-GEN,1850,18/04/2019,23/05/2019,23/05/2019,Dr.A.CHELLAKUMAR,Indian National Congress,611298,K.P.MUNUSAMY,All India Anna Dravida Munnetra Kazhagam,454533,156765,25,7,4,14,12,1,0,0,1,1,0,0,0,0,0,26,7,4,15,13,772614,NA,4022,776636,753498,0,34,753532,236,0,0,236,1526348,0,4056,1530404,588058,0,NA,NA,NA,NA,NA,569700,0,NA,NA,NA,NA,NA,35,0,NA,NA,NA,NA,NA,1157793,0,0,4480,1162273,0,75.890000000000001,1157793,19731,1138062,4480,998,3482,1141544,0,19825,0
S22-10,Tamil Nadu-S22,Dharmapuri-GEN,1787,18/04/2019,23/05/2019,24/05/2019,DNV SENTHILKUMAR. S.,Dravida Munnetra Kazhagam,574988,ANBUMANI RAMADOSS,Pattali Makkal Katchi,504235,70753,25,4,7,14,12,2,0,1,1,1,0,0,0,0,0,27,4,8,15,13,755322,1,1764,757087,728574,0,13,728587,130,0,0,130,1484026,1,1777,1485804,617619,0,NA,NA,NA,NA,NA,594650,0,NA,NA,NA,NA,NA,42,0,NA,NA,NA,NA,NA,1212311,0,0,12154,1224465,0,82.329999999999998,1212311,13304,1199007,12154,1335,10819,1209826,0,13379,9
S22-11,Tamil Nadu-S22,Tiruvannamalai-GEN,1717,18/04/2019,23/05/2019,23/05/2019,ANNADURAI C N,Dravida Munnetra Kazhagam,666272,AGRI KRISHNAMURTHY S S,All India Anna Dravida Munnetra Kazhagam,362085,304187,31,4,2,25,23,1,0,1,0,0,0,0,0,0,0,32,4,3,25,23,727122,14,3600,730736,742988,2,59,743049,77,0,0,77,1470187,16,3659,1473862,565142,0,NA,NA,NA,NA,NA,579380,0,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,1144549,0,0,7242,1151791,0,78.140000000000001,1144549,12223,1132326,7242,156,7086,1139412,0,12317,0
S22-12,Tamil Nadu-S22,Arani-GEN,1756,18/04/2019,23/05/2019,23/05/2019,VISHNU PRASAD M K,Indian National Congress,617760,ELUMALAI V,All India Anna Dravida Munnetra Kazhagam,386954,230806,20,5,1,14,12,6,4,1,1,1,0,0,0,0,0,26,9,2,15,13,714407,3,3335,717745,731293,0,34,731327,78,0,0,78,1445778,3,3369,1449150,566134,0,NA,NA,NA,NA,NA,571075,0,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,NA,1137225,0,0,7692,1144917,0,78.939999999999998,1137225,16819,1120406,7692,1112,6580,1126986,0,16921,0
S22-13,Tamil Nadu-S22,Viluppuram-SC,1723,18/04/2019,23/05/2019,23/05/2019,RAVIKUMAR D,Dravida Munnetra Kazhagam,559585,VADIVEL RAVANAN S,Pattali Makkal Katchi,431517,128068,18,6,1,11,9,6,4,0,2,2,0,0,0,0,0,24,10,1,13,11,720769,1,883,721653,722481,0,16,722497,185,0,0,185,1443435,1,899,1444335,564557,0,NA,NA,NA,NA,NA,566199,0,NA,NA,NA,NA,NA,43,0,NA,NA,NA,NA,NA,1130799,0,0,5299,1136098,0,78.620000000000005,1130799,11882,1118917,5299,619,4680,1123597,0,11943,0
S22-14,Tamil Nadu-S22,Kallakurichi-GEN,1794,18/04/2019,23/05/2019,23/05/2019,Gautham Sigamani Pon,Dravida Munnetra Kazhagam,721713,Sudhish L K,Desiya Murpokku Dravida Kazhagam,321794,399919,27,3,1,23,21,6,3,2,1,1,0,0,0,0,0,33,6,3,24,22,757882,NA,390,758272,770478,0,9,770487,179,0,0,179,1528539,0,399,1528938,580683,0,NA,NA,NA,NA,NA,617701,0,NA,NA,NA,NA,NA,39,0,NA,NA,NA,NA,NA,1198423,0,0,6512,1204935,0,78.769999999999996,1198423,11506,1186917,6512,630,5882,1192799,0,11576,0
S22-15,Tamil Nadu-S22,Salem-GEN,1803,18/04/2019,23/05/2019,24/05/2019,PARTHIBAN.S.R,Dravida Munnetra Kazhagam,606302,SARAVANAN.K.R.S,All India Anna Dravida Munnetra Kazhagam,459376,146926,32,9,2,21,19,6,4,1,1,1,0,0,0,0,0,38,13,3,22,20,809738,22,515,810275,802128,4,15,802147,90,0,0,90,1611956,26,530,1612512,639561,0,NA,NA,NA,NA,NA,610150,0,NA,NA,NA,NA,NA,44,0,NA,NA,NA,NA,NA,1249755,0,0,6575,1256330,0,77.859999999999999,1249755,16998,1232757,6575,1003,5572,1238329,0,17130,0
S22-16,Tamil Nadu-S22,Namakkal-GEN,1653,18/04/2019,23/05/2019,23/05/2019,CHINRAJ A.K.P,Dravida Munnetra Kazhagam,626293,KALIAPPAN P,All India Anna Dravida Munnetra Kazhagam,361142,265151,35,5,1,29,27,1,1,0,0,0,0,0,0,0,0,36,6,1,29,27,695237,10,349,695596,717887,1,4,717892,111,0,0,111,1413235,11,353,1413599,555962,0,NA,NA,NA,NA,NA,573885,0,NA,NA,NA,NA,NA,43,0,NA,NA,NA,NA,NA,1129890,0,0,4094,1133984,0,80.200000000000003,1129890,15007,1114883,4094,276,3818,1118701,0,15073,2
S22-17,Tamil Nadu-S22,Erode-GEN,1678,18/04/2019,23/05/2019,23/05/2019,GANESHAMURTHI A,Dravida Munnetra Kazhagam,563591,MANIMARAN G,All India Anna Dravida Munnetra Kazhagam,352973,210618,24,6,1,17,15,6,3,0,3,3,0,0,0,0,0,30,9,1,20,18,715588,29,158,715775,746351,4,12,746367,104,0,0,104,1462043,33,170,1462246,529075,0,NA,NA,NA,NA,NA,532968,0,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,1062073,0,0,6930,1069003,0,73.030000000000001,1062073,14696,1047377,6930,1239,5691,1053068,0,14795,0
S22-18,Tamil Nadu-S22,Tiruppur-GEN,1704,18/04/2019,23/05/2019,23/05/2019,"SUBBARAYAN, K.",Communist Party of India,508725,"ANANDAN, M.S.M.",All India Anna Dravida Munnetra Kazhagam,415357,93368,24,12,0,12,10,2,1,1,0,0,0,0,0,0,0,26,13,1,12,10,762929,6,173,763108,766765,0,5,766770,136,0,0,136,1529830,6,178,1530014,566137,0,NA,NA,NA,NA,NA,549529,0,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,1115693,0,0,4400,1120093,0,73.170000000000002,1115693,21782,1093911,4400,588,3812,1097723,0,21861,5
S22-19,Tamil Nadu-S22,Nilgiris -SC,1610,18/04/2019,23/05/2019,23/05/2019,"RAJA, A.",Dravida Munnetra Kazhagam,547832,"THIYAGARAJAN, M.",All India Anna Dravida Munnetra Kazhagam,342009,205823,14,4,0,10,8,1,1,0,0,0,0,0,0,0,0,15,5,0,10,8,665318,19,435,665772,700197,5,17,700219,69,0,0,69,1365584,24,452,1366060,499957,0,NA,NA,NA,NA,NA,507807,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,1007774,0,0,3275,1011049,0,73.989999999999995,1007774,18096,989678,3275,383,2892,992570,0,18149,6
S22-20,Tamil Nadu-S22,Coimbatore-GEN,2045,18/04/2019,23/05/2019,23/05/2019,NATARAJAN. P.R,Communist Party of India  (Marxist),571150,RADHAKRISHNAN. C.P,Bharatiya Janata Party,392007,179143,27,12,1,14,12,3,3,0,0,0,0,0,0,0,0,30,15,1,14,12,978134,36,285,978455,980191,3,42,980236,213,0,0,213,1958538,39,327,1958904,634627,0,NA,NA,NA,NA,NA,610981,0,NA,NA,NA,NA,NA,36,0,NA,NA,NA,NA,NA,1245644,0,0,5285,1250929,0,63.859999999999999,1245644,23081,1222563,5285,153,5132,1227695,0,23190,22
S22-21,Tamil Nadu-S22,Pollachi-GEN,1691,18/04/2019,23/05/2019,23/05/2019,SHANMUGA SUNDARAM. K,Dravida Munnetra Kazhagam,554230,MAHENDRAN. C,All India Anna Dravida Munnetra Kazhagam,378347,175883,28,13,3,12,10,4,2,0,2,2,0,0,0,0,0,32,15,3,14,12,745604,13,203,745820,774484,2,25,774511,173,0,0,173,1520261,15,228,1520504,536887,0,NA,NA,NA,NA,NA,540497,0,NA,NA,NA,NA,NA,36,0,NA,NA,NA,NA,NA,1077420,0,0,4468,1081888,0,71.150000000000006,1077420,15068,1062352,4468,55,4413,1066765,0,15110,0
S22-22,Tamil Nadu-S22,Dindigul-GEN,1787,18/04/2019,23/05/2019,23/05/2019,"VELUSAMY, P.",Dravida Munnetra Kazhagam,746523,"JOTHIMUTHU, K.",Pattali Makkal Katchi,207551,538972,27,1,5,21,19,1,1,0,0,0,0,0,0,0,0,28,2,5,21,19,753493,4,1365,754862,786839,1,21,786861,158,0,0,158,1540490,5,1386,1541881,568983,0,NA,NA,NA,NA,NA,586609,0,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,1155607,0,0,5324,1160931,0,75.239999999999995,1155607,14051,1141556,5324,1011,4313,1145869,0,14177,2
S22-23,Tamil Nadu-S22,Karur-GEN,1650,18/04/2019,23/05/2019,23/05/2019,Jothimani S,Indian National Congress,695697,Thambidurai M,All India Anna Dravida Munnetra Kazhagam,275151,420546,44,6,0,38,37,5,0,1,4,3,0,0,0,0,0,49,6,1,42,40,678369,4,642,679015,708196,0,8,708204,67,0,0,67,1386632,4,650,1387286,532989,0,NA,NA,NA,NA,NA,564924,0,NA,NA,NA,NA,NA,34,0,NA,NA,NA,NA,NA,1097947,0,0,5698,1103645,0,79.519999999999996,1097947,9546,1088401,5698,537,5161,1093562,0,9603,2
S22-24,Tamil Nadu-S22,Tiruchirappalli-GEN,1660,18/04/2019,23/05/2019,23/05/2019,Thirunavukkarasar. SU,Indian National Congress,621285,DR.Elangovan. V,Desiya Murpokku Dravida Kazhagam,161999,459286,34,9,3,22,21,3,0,1,2,2,0,0,0,0,0,37,9,4,24,23,739224,17,602,739843,768938,2,32,768972,148,0,0,148,1508310,19,634,1508963,513314,0,NA,NA,NA,NA,NA,527326,0,NA,NA,NA,NA,NA,71,0,NA,NA,NA,NA,NA,1040711,0,0,8068,1048779,0,69.459999999999994,1040711,14296,1026415,8068,858,7210,1033625,0,14437,0
S22-25,Tamil Nadu-S22,Perambalur-GEN,1644,18/04/2019,23/05/2019,23/05/2019,"Dr.PAARIVENDHAR, T. R",Dravida Munnetra Kazhagam,683697,"SIVAPATHY, N.R",All India Anna Dravida Munnetra Kazhagam,280179,403518,29,12,0,17,15,3,1,0,2,2,0,0,0,0,0,32,13,0,19,17,678451,1,826,679278,712477,0,16,712493,82,0,0,82,1391010,1,842,1391853,524468,0,NA,NA,NA,NA,NA,570254,0,NA,NA,NA,NA,NA,32,0,NA,NA,NA,NA,NA,1094754,0,0,8406,1103160,0,79.230000000000004,1094754,11219,1083535,8406,499,7907,1091442,0,11325,7
