state_name,constituency_name,sheet,elector_General_m,elector_General_w,voter_General_m,voter_General_w,candidate_Contested_m,candidate_Contested_w,voter_POLLING PERCENTAGE_total,result_margin,votes_Total Valid Votes Polled,state_name_updated,constituency_name_updated,constituency_type_updated,country,id
Madhya Pradesh-S12,SAGAR-GEN,S12-5,840435,741792,594998,440864,10,0,65.51,305542,1028442,Madhya Pradesh,SAGAR,GEN,IN,182
Madhya Pradesh-S12,TIKAMGARH-SC,S12-6,874211,771868,607602,487321,13,1,66.57,348059,1086113,Madhya Pradesh,TIKAMGARH,SC,IN,183
Madhya Pradesh-S12,DAMOH-GEN,S12-7,933204,834943,655175,508615,14,1,65.82,353411,1156570,Madhya Pradesh,DAMOH,GEN,IN,184
Madhya Pradesh-S12,KHAJURAHO-GEN,S12-8,969676,871369,681995,574761,15,2,68.28,492382,1247477,Madhya Pradesh,KHAJURAHO,GEN,IN,185
Madhya Pradesh-S12,SATNA-GEN,S12-9,828922,742571,586320,525591,20,1,70.71,231473,1111012,Madhya Pradesh,SATNA,GEN,IN,186
Madhya Pradesh-S12,REWA-GEN,S12-10,888069,784039,534294,475310,21,2,60.33,312808,1010360,Madhya Pradesh,REWA,GEN,IN,187
Madhya Pradesh-S12,SIDHI-GEN,S12-11,965014,878904,671661,609283,24,2,69.5,286524,1277078,Madhya Pradesh,SIDHI,GEN,IN,188
Madhya Pradesh-S12,SHAHDOL-ST,S12-12,847672,807860,640890,593874,8,5,74.73,403333,1217831,Madhya Pradesh,SHAHDOL,ST,IN,189
Madhya Pradesh-S12,JABALPUR-GEN,S12-13,940154,877879,673476,589120,21,1,69.43,454744,1259471,Madhya Pradesh,JABALPUR,GEN,IN,190
Madhya Pradesh-S12,MANDLA-ST,S12-14,982005,967877,770677,743270,9,1,77.76,97674,1485015,Madhya Pradesh,MANDLA,ST,IN,191
Madhya Pradesh-S12,BALAGHAT-GEN,S12-15,883852,882077,683773,683107,22,1,77.61,242066,1367776,Madhya Pradesh,BALAGHAT,GEN,IN,192
Madhya Pradesh-S12,CHHINDWARA-GEN,S12-16,771601,740750,643874,602327,14,0,82.39,37536,1227707,Madhya Pradesh,CHHINDWARA,GEN,IN,193
Madhya Pradesh-S12,HOSHANGABAD-GEN,S12-17,895775,807919,699824,564814,11,0,74.19,553682,1247456,Madhya Pradesh,HOSHANGABAD,GEN,IN,194
Madhya Pradesh-S12,VIDISHA-GEN,S12-18,918449,821954,695861,550527,12,1,71.79,503084,1241625,Madhya Pradesh,VIDISHA,GEN,IN,195
Madhya Pradesh-S12,BHOPAL-GEN,S12-19,1120072,1020807,761678,644492,23,7,65.7,364822,1402524,Madhya Pradesh,BHOPAL,GEN,IN,196
Madhya Pradesh-S12,RAJGARH-GEN,S12-20,879722,813241,701961,556087,10,1,74.39,431019,1249954,Madhya Pradesh,RAJGARH,GEN,IN,197
Madhya Pradesh-S12,DEWAS-SC,S12-21,911217,846209,760239,636493,6,0,79.46,372249,1389912,Madhya Pradesh,DEWAS,SC,IN,198
Madhya Pradesh-S12,UJJAIN-SC,S12-22,849252,810307,671867,578580,9,0,75.4,365637,1242314,Madhya Pradesh,UJJAIN,SC,IN,199
Madhya Pradesh-S12,MANDSOUR-GEN,S12-23,899200,859019,729015,639206,11,2,77.84,376734,1361236,Madhya Pradesh,MANDSOUR,GEN,IN,200
Madhya Pradesh-S12,RATLAM-ST,S12-24,929035,921549,721186,676258,9,0,75.66,90636,1365078,Madhya Pradesh,RATLAM,ST,IN,201
Madhya Pradesh-S12,DHAR-ST,S12-25,908291,876508,705191,637344,7,0,75.25,156029,1326203,Madhya Pradesh,DHAR,ST,IN,202
Madhya Pradesh-S12,INDORE-GEN,S12-26,1207362,1141925,876605,750081,19,1,69.31,547754,1624063,Madhya Pradesh,INDORE,GEN,IN,203
Madhya Pradesh-S12,KHARGONE-ST,S12-27,928780,905212,741129,684159,5,2,77.82,202510,1409184,Madhya Pradesh,KHARGONE,ST,IN,204
Madhya Pradesh-S12,KHANDWA-GEN,S12-28,982450,925862,774542,691781,10,1,76.9,273343,1452133,Madhya Pradesh,KHANDWA,GEN,IN,205
Madhya Pradesh-S12,BETUL-ST,S12-29,895090,839731,709766,646805,7,2,78.15,360241,1335070,Madhya Pradesh,BETUL,ST,IN,206
Maharashtra-S13,Nandurbar -ST,S13-1,943745,926350,663475,614513,9,2,68.5,95629,1259813,Maharashtra,Nandurbar,ST,IN,207
Maharashtra-S13,Dhule-GEN,S13-2,993907,910931,590252,489597,25,3,56.86,229243,1082563,Maharashtra,Dhule,GEN,IN,208
Maharashtra-S13,Jalgaon-GEN,S13-3,1008818,916470,584596,495967,13,1,56.35,411617,1077945,Maharashtra,Jalgaon,GEN,IN,209
Maharashtra-S13,Raver-GEN,S13-4,923627,849451,583456,505236,9,3,61.57,335882,1083755,Maharashtra,Raver,GEN,IN,210
Maharashtra-S13,Buldhana-GEN,S13-5,921633,837301,601170,516898,12,0,63.55,133287,1112678,Maharashtra,Buldhana,GEN,IN,211
Maharashtra-S13,Akola-GEN,S13-6,964311,897380,607024,509871,10,1,60.02,275596,1110574,Maharashtra,Akola,GEN,IN,212
Maharashtra-S13,Amravati -SC,S13-7,943444,887079,602099,502841,20,4,60.68,36951,1107063,Maharashtra,Amravati,SC,IN,213
Maharashtra-S13,Wardha-GEN,S13-8,893161,848712,573147,494005,13,1,61.53,187191,1066060,Maharashtra,Wardha,GEN,IN,214
Maharashtra-S13,Ramtek -SC,S13-9,996491,924551,638891,553537,13,3,62.24,126783,1184824,Maharashtra,Ramtek,SC,IN,215
Maharashtra-S13,Nagpur -GEN,S13-10,1096258,1063786,620371,561330,26,4,54.88,216009,1181473,Maharashtra,Nagpur,GEN,IN,216
Maharashtra-S13,Bhandara - gondiya-GEN,S13-11,905272,903460,627085,608475,13,1,68.72,197394,1234407,Maharashtra,Bhandara - gondiya,GEN,IN,217
Maharashtra-S13,Gadchiroli-Chimur-ST,S13-12,799747,780320,580321,557036,5,0,72.26,77526,1118099,Maharashtra,Gadchiroli-Chimur,ST,IN,218
Maharashtra-S13,Chandrapur-GEN,S13-13,986289,922241,652103,581678,13,0,64.84,44763,1227097,Maharashtra,Chandrapur,GEN,IN,219
Maharashtra-S13,Yavatmal-Washim-GEN,S13-14,993706,921047,622515,547460,21,3,61.28,117939,1170254,Maharashtra,Yavatmal-Washim,GEN,IN,220
Maharashtra-S13,Hingoli -GEN,S13-15,905216,827311,617418,534776,26,2,66.76,277856,1153274,Maharashtra,Hingoli,GEN,IN,221
Maharashtra-S13,Nanded-GEN,S13-16,891108,826659,594854,524389,14,0,65.69,40148,1123236,Maharashtra,Nanded,GEN,IN,222
Maharashtra-S13,Parbhani-GEN,S13-17,1032904,950989,676532,574979,16,1,63.11,42199,1248232,Maharashtra,Parbhani,GEN,IN,223
Maharashtra-S13,Jalna-GEN,S13-18,988513,876525,657947,545873,18,2,64.7,332815,1192502,Maharashtra,Jalna,GEN,IN,224
Maharashtra-S13,Aurangabad-GEN,S13-19,992583,892258,659019,537423,20,3,63.52,4492,1193292,Maharashtra,Aurangabad,GEN,IN,225
Maharashtra-S13,Dindori -ST,S13-20,901082,827558,628124,506627,7,1,65.65,198779,1128185,Maharashtra,Dindori,ST,IN,226
Maharashtra-S13,Nashik-GEN,S13-21,988888,893137,615905,502643,15,3,59.48,292204,1114252,Maharashtra,Nashik,GEN,IN,227
Maharashtra-S13,Palghar -ST,S13-22,988997,896189,641041,560121,11,1,63.74,88883,1172462,Maharashtra,Palghar,ST,IN,228
Maharashtra-S13,Bhiwandi-GEN,S13-23,1036702,852971,569800,432947,15,0,53.18,156329,988775,Maharashtra,Bhiwandi,GEN,IN,229
Maharashtra-S13,Kalyan-GEN,S13-24,1061340,903518,507052,380831,25,3,45.29,344343,877301,Maharashtra,Kalyan,GEN,IN,230
Maharashtra-S13,Thane-GEN,S13-25,1293620,1076553,647401,519722,21,2,49.37,412145,1150092,Maharashtra,Thane,GEN,IN,231
Maharashtra-S13,Mumbai North-GEN,S13-26,889895,756809,542095,445794,17,1,60.08,465247,977793,Maharashtra,Mumbai North,GEN,IN,232
Maharashtra-S13,Mumbai North West-GEN,S13-27,950284,781762,521861,418264,19,2,54.35,260328,923272,Maharashtra,Mumbai North West,GEN,IN,233
Maharashtra-S13,Mumbai North East-GEN,S13-28,864612,723536,503963,403222,20,7,57.22,226486,896527,Maharashtra,Mumbai North East,GEN,IN,234
Maharashtra-S13,Mumbai North central-GEN,S13-29,916638,763071,495920,404526,17,3,53.68,130005,891115,Maharashtra,Mumbai North central,GEN,IN,235
Maharashtra-S13,Mumbai South central-GEN,S13-30,777716,662335,432252,363195,15,2,55.35,152139,783416,Maharashtra,Mumbai South central,GEN,IN,236
Maharashtra-S13,Mumbai   South-GEN,S13-31,854121,699781,438484,361012,13,0,51.58,100067,786496,Maharashtra,Mumbai   South,GEN,IN,237
Maharashtra-S13,Raigad-GEN,S13-32,809343,842214,505067,515102,15,1,62.04,31438,1013977,Maharashtra,Raigad,GEN,IN,238
Maharashtra-S13,Maval-GEN,S13-33,1202913,1094453,743584,621926,19,2,59.57,215913,1353093,Maharashtra,Maval,GEN,IN,239
Maharashtra-S13,Pune-GEN,S13-34,1067587,1007372,550415,483397,30,1,49.87,324628,1024235,Maharashtra,Pune,GEN,IN,240
Maharashtra-S13,Baramati-GEN,S13-35,1110167,1002208,711804,587435,14,4,61.7,155774,1296860,Maharashtra,Baramati,GEN,IN,241
Maharashtra-S13,Shirur-GEN,S13-36,1144795,1028645,717962,572428,19,4,59.44,58483,1287066,Maharashtra,Shirur,GEN,IN,242
Maharashtra-S13,Ahmadnagar -GEN,S13-37,970629,883531,652845,539052,18,1,64.67,281474,1199725,Maharashtra,Ahmadnagar,GEN,IN,243
Maharashtra-S13,Shirdi-SC,S13-38,821468,762762,559147,463259,20,0,64.86,120195,1023968,Maharashtra,Shirdi,SC,IN,244
Maharashtra-S13,Beed-GEN,S13-39,1079344,961833,732331,616806,34,2,66.12,168368,1349899,Maharashtra,Beed,GEN,IN,245
Maharashtra-S13,Osmanabad-GEN,S13-40,1000898,885315,640975,553782,14,0,63.75,127566,1194706,Maharashtra,Osmanabad,GEN,IN,246
Maharashtra-S13,Latur -SC,S13-41,991949,891576,625060,545401,9,1,62.36,289111,1169978,Maharashtra,Latur,SC,IN,247
Maharashtra-S13,Solapur -SC,S13-42,963385,886561,586352,494896,12,1,58.57,158608,1078323,Maharashtra,Solapur,SC,IN,248
Maharashtra-S13,Madha-GEN,S13-43,999175,905658,657100,553629,29,2,63.7,85764,1212653,Maharashtra,Madha,GEN,IN,249
Maharashtra-S13,Sangli-GEN,S13-44,929236,873745,625663,553143,12,0,65.78,164352,1183373,Maharashtra,Sangli,GEN,IN,250
Maharashtra-S13,Satara-GEN,S13-45,935877,903092,578908,530348,9,0,60.34,126528,1106207,Maharashtra,Satara,GEN,IN,251
Maharashtra-S13,Ratnagiri - sindhudurg-GEN,S13-46,712000,742499,447687,449668,12,0,61.91,178322,887325,Maharashtra,Ratnagiri - sindhudurg,GEN,IN,252
Maharashtra-S13,Kolhapur-GEN,S13-47,957181,917143,693774,631630,14,1,70.77,270568,1322161,Maharashtra,Kolhapur,GEN,IN,253
Maharashtra-S13,Hatkanangle-GEN,S13-48,914362,858133,659956,586281,17,0,70.49,96039,1245103,Maharashtra,Hatkanangle,GEN,IN,254
Manipur-S14,Inner manipur-GEN,S14-1,447843,480751,353996,400564,11,0,81,17755,756687,Manipur,Inner manipur,GEN,IN,255
Manipur-S14,Outer manipur-ST,S14-2,495583,515022,414050,437781,8,0,83.95,73782,855254,Manipur,Outer manipur,ST,IN,256
Meghalaya-S15,Shillong-ST,S15-1,583985,611677,361013,421560,6,0,65.47,152433,779770,Meghalaya,Shillong,ST,IN,257
Meghalaya-S15,Tura -ST,S15-2,362263,353445,290477,292024,2,1,81.32,64030,576587,Meghalaya,Tura,ST,IN,258
Mizoram-S16,MIZORAM-ST,S16-1,383603,404169,244562,252218,5,1,63.05,8140,497112,Mizoram,MIZORAM,ST,IN,259
Nagaland-S17,Nagaland-GEN,S17-1,607859,598428,507247,494895,4,0,82.91,16344,1004293,Nagaland,Nagaland,GEN,IN,260
Odisha-S18,Bargarh-GEN,S18-1,816699,777856,641109,601959,6,0,78.18,63939,1233745,Odisha,Bargarh,GEN,IN,261
Odisha-S18,Sundargarh -ST,S18-2,764223,764639,546203,551465,6,2,71.83,223065,1086454,Odisha,Sundargarh,ST,IN,262
Odisha-S18,Sambalpur-GEN,S18-3,741878,724990,564201,556953,10,1,76.57,9162,1110999,Odisha,Sambalpur,GEN,IN,263
Odisha-S18,Keonjhar -ST,S18-4,760797,754709,585675,587849,7,1,77.56,66203,1157085,Odisha,Keonjhar,ST,IN,264
Odisha-S18,Mayurbhanj -ST,S18-5,741476,748666,561844,583667,6,2,77.04,25256,1129000,Odisha,Mayurbhanj,ST,IN,265
Odisha-S18,Balasore-GEN,S18-6,782762,747026,577810,576608,11,1,75.59,12956,1150435,Odisha,Balasore,GEN,IN,266
Odisha-S18,Bhadrak -SC,S18-7,859414,799297,599696,620167,4,4,73.73,28791,1218621,Odisha,Bhadrak,SC,IN,267
Odisha-S18,Jajpur -SC,S18-8,767456,705100,556801,529026,6,2,74.04,101693,1084923,Odisha,Jajpur,SC,IN,268
Odisha-S18,Dhenkanal-GEN,S18-9,783151,717736,582956,543693,8,1,75.21,35412,1120268,Odisha,Dhenkanal,GEN,IN,269
Odisha-S18,Bolangir-GEN,S18-10,900105,842728,667757,636288,7,1,74.91,19516,1290704,Odisha,Bolangir,GEN,IN,270
Odisha-S18,Kalahandi-GEN,S18-11,813638,796276,608823,614080,6,1,76.24,26814,1207093,Odisha,Kalahandi,GEN,IN,271
Odisha-S18,Nabarangpur -ST,S18-12,716313,744186,567769,589399,4,0,79.38,41634,1115118,Odisha,Nabarangpur,ST,IN,272
Odisha-S18,Kandhamal-GEN,S18-13,648220,639038,471069,468424,5,0,73.1,149216,928732,Odisha,Kandhamal,GEN,IN,273
Odisha-S18,Cuttack-GEN,S18-14,793189,722707,555577,501846,11,0,69.75,121201,1052254,Odisha,Cuttack,GEN,IN,274
Odisha-S18,Kendrapara -GEN,S18-15,893120,814874,625161,609709,7,0,72.37,153581,1231625,Odisha,Kendrapara,GEN,IN,275
Odisha-S18,Jagatsinghpur -SC,S18-16,856841,784015,634022,591593,6,3,74.79,271655,1223133,Odisha,Jagatsinghpur,SC,IN,276
Odisha-S18,Puri-GEN,S18-17,813147,746312,584072,548714,7,1,72.69,11714,1128403,Odisha,Puri,GEN,IN,277
Odisha-S18,Bhubaneswar-GEN,S18-18,906863,790274,534680,468962,12,2,59.14,23839,999059,Odisha,Bhubaneswar,GEN,IN,278
Odisha-S18,Aska-GEN,S18-19,815764,723228,502075,509462,6,2,65.79,204707,996518,Odisha,Aska,GEN,IN,279
Odisha-S18,Berhampur-GEN,S18-20,757916,741219,486468,500690,8,0,65.89,94844,975529,Odisha,Berhampur,GEN,IN,280
Odisha-S18,Koraput -ST,S18-21,685053,748539,517114,559207,6,1,75.3,3613,1043600,Odisha,Koraput,ST,IN,281
Punjab-S19,Gurdaspur-GEN,S19-1,827314,744986,560357,533048,15,0,69.2,82459,1094327,Punjab,Gurdaspur,GEN,IN,282
Punjab-S19,Amritsar-GEN,S19-2,794820,706025,466525,390128,29,1,57,99626,850750,Punjab,Amritsar,GEN,IN,283
Punjab-S19,Khadoor Sahib-GEN,S19-3,854212,770528,542158,498469,14,5,63.83,140573,1040902,Punjab,Khadoor Sahib,GEN,IN,284
Punjab-S19,Jalandhar-SC,S19-4,841811,773292,519019,499182,18,1,63.02,19491,1006674,Punjab,Jalandhar,SC,IN,285
Punjab-S19,Hoshiarpur-SC,S19-5,814396,765056,485078,496757,8,0,62.02,48530,977923,Punjab,Hoshiarpur,SC,IN,286
Punjab-S19,Anandpur Sahib-GEN,S19-6,880571,809059,553129,524355,21,5,63.67,46884,1064592,Punjab,Anandpur Sahib,GEN,IN,287
Punjab-S19,Ludhiana-GEN,S19-7,901283,779554,576920,467949,22,0,62.2,76372,1036417,Punjab,Ludhiana,GEN,IN,288
Punjab-S19,Fatehgarh Sahib-SC,S19-8,794407,702976,534374,449101,19,1,65.6,93898,972903,Punjab,Fatehgarh Sahib,SC,IN,289
Punjab-S19,Faridkot-SC,S19-9,812117,723523,524950,446044,17,3,63.23,83256,955701,Punjab,Faridkot,SC,IN,290
Punjab-S19,Firozpur-GEN,S19-10,858498,755291,625836,540872,22,0,72.42,198850,1157142,Punjab,Firozpur,GEN,IN,291
Punjab-S19,Bathinda-GEN,S19-11,853494,760089,639645,556155,23,4,74.05,21772,1187487,Punjab,Bathinda,GEN,IN,292
Punjab-S19,Sangrur-GEN,S19-12,807270,714421,595750,506594,22,3,72.31,110211,1099398,Punjab,Sangrur,GEN,IN,293
Punjab-S19,Patiala-GEN,S19-13,909380,824754,632621,542886,23,2,67.71,162718,1166793,Punjab,Patiala,GEN,IN,294
Rajasthan-S20,Ganganagar-SC,S20-1,1016051,925579,763551,680832,9,0,74.7,406978,1436222,Rajasthan,Ganganagar,SC,IN,295
Rajasthan-S20,Bikaner (SC)-SC,S20-2,976006,873411,613781,481912,9,0,59.39,264081,1086088,Rajasthan,Bikaner (SC),SC,IN,296
Rajasthan-S20,Churu-GEN,S20-3,1053441,957018,687931,632219,10,2,65.79,334402,1318444,Rajasthan,Churu,GEN,IN,297
Rajasthan-S20,Jhunjhunu-GEN,S20-4,995076,913810,601852,578034,12,0,61.87,302547,1190430,Rajasthan,Jhunjhunu,GEN,IN,298
Rajasthan-S20,Sikar-GEN,S20-5,1060756,964070,667944,643401,11,1,65,297156,1319153,Rajasthan,Sikar,GEN,IN,299
Rajasthan-S20,Jaipur Rural-GEN,S20-6,1022367,921101,675930,587365,7,1,65.39,393171,1267342,Rajasthan,Jaipur Rural,GEN,IN,300
Rajasthan-S20,Jaipur-GEN,S20-7,1118238,1007352,784372,663540,20,4,68.47,430626,1449882,Rajasthan,Jaipur,GEN,IN,301
Rajasthan-S20,Alwar-GEN,S20-8,987860,885745,673164,579086,11,0,67.02,329971,1260289,Rajasthan,Alwar,GEN,IN,302
Rajasthan-S20,BHARATPUR-SC,S20-9,1031947,902218,620165,517998,7,1,59,318399,1141159,Rajasthan,BHARATPUR,SC,IN,303
Rajasthan-S20,KARAULI-DHOLPUR-SC,S20-10,971424,834217,554132,440287,5,0,55.12,97682,990725,Rajasthan,KARAULI-DHOLPUR,SC,IN,304
Rajasthan-S20,Dausa-ST,S20-11,912009,814365,573319,483328,6,5,61.43,78444,1055440,Rajasthan,Dausa,ST,IN,305
Rajasthan-S20,TONK-SAWAI MADHOPUR-GEN,S20-12,1021913,921754,663862,564693,7,1,63.38,111291,1224484,Rajasthan,TONK-SAWAI MADHOPUR,GEN,IN,306
Rajasthan-S20,Ajmer-GEN,S20-13,954234,918560,652041,604830,6,1,67.27,416424,1252636,Rajasthan,Ajmer,GEN,IN,307
Rajasthan-S20,Nagaur-GEN,S20-14,1000581,923978,618537,577497,11,2,62.24,181260,1190075,Rajasthan,Nagaur,GEN,IN,308
Rajasthan-S20,Pali-GEN,S20-15,1123092,1033664,686790,658426,8,0,62.91,481597,1344619,Rajasthan,Pali,GEN,IN,309
Rajasthan-S20,Jodhpur-GEN,S20-16,1021155,930212,711435,623543,8,2,68.8,274440,1334555,Rajasthan,Jodhpur,GEN,IN,310
Rajasthan-S20,Barmer-GEN,S20-17,1031188,907818,746375,671560,7,0,73.27,323808,1403275,Rajasthan,Barmer,GEN,IN,311
Rajasthan-S20,Jalore-GEN,S20-18,1089206,981680,699922,660874,14,1,65.74,261110,1343905,Rajasthan,Jalore,GEN,IN,312
Rajasthan-S20,Udaipur-ST,S20-19,1049229,1020038,722674,725529,9,0,70.28,437914,1426339,Rajasthan,Udaipur,ST,IN,313
Rajasthan-S20,Banswara-ST,S20-20,996762,978429,704324,733142,5,0,72.88,305464,1409709,Rajasthan,Banswara,ST,IN,314
Rajasthan-S20,Chittorgarh-GEN,S20-21,1017359,997999,755697,698787,9,1,72.36,576247,1441232,Rajasthan,Chittorgarh,GEN,IN,315
Rajasthan-S20,Rajsamand-GEN,S20-22,980556,928770,620927,613083,9,1,64.81,551916,1227174,Rajasthan,Rajsamand,GEN,IN,316
Rajasthan-S20,Bhilwara-GEN,S20-23,1014642,981203,666299,641037,4,0,65.61,612000,1293095,Rajasthan,Bhilwara,GEN,IN,317
Rajasthan-S20,Kota-GEN,S20-24,1005844,941385,722450,637676,15,0,70.18,279677,1354445,Rajasthan,Kota,GEN,IN,318
Rajasthan-S20,JHALAWAR-BARAN-GEN,S20-25,976262,927185,732783,636485,7,0,71.95,453928,1352788,Rajasthan,JHALAWAR-BARAN,GEN,IN,319
Sikkim-S21,Sikkim-GEN,S21-1,220306,212000,173235,166645,10,1,81.02,12433,349467,Sikkim,Sikkim,GEN,IN,320
Tamil Nadu-S22,Thiruvallur -SC,S22-1,961833,984029,711490,691821,18,2,72.33,356955,1389914,Tamil Nadu,Thiruvallur,SC,IN,321
Tamil Nadu-S22,Chennai North-GEN,S22-2,728672,758324,477845,474835,22,1,64.23,461518,939858,Tamil Nadu,Chennai North,GEN,IN,322
Tamil Nadu-S22,Chennai South-GEN,S22-3,979352,993402,567542,555856,33,6,57.05,262223,1108966,Tamil Nadu,Chennai South,GEN,IN,323
Tamil Nadu-S22,Chennai central-GEN,S22-4,660370,671308,399357,383273,27,4,58.95,301520,771628,Tamil Nadu,Chennai central,GEN,IN,324
Tamil Nadu-S22,Sriperumbudur-GEN,S22-5,1122663,1129954,717038,686116,18,1,62.43,507955,1383439,Tamil Nadu,Sriperumbudur,GEN,IN,325
Tamil Nadu-S22,Kancheepuram -SC,S22-6,805927,837547,623089,609297,8,3,75.28,286632,1215951,Tamil Nadu,Kancheepuram,SC,IN,326
Tamil Nadu-S22,Arakkonam-GEN,S22-7,731256,763587,580530,589120,18,1,78.54,328956,1165881,Tamil Nadu,Arakkonam,GEN,IN,327
Tamil Nadu-S22,Vellore-GEN,S22-8,701315,731098,503311,521692,26,2,71.32,8141,1016638,Tamil Nadu,Vellore,GEN,IN,328
Tamil Nadu-S22,Krishnagiri-GEN,S22-9,772614,753498,588058,569700,14,1,75.89,156765,1141544,Tamil Nadu,Krishnagiri,GEN,IN,329
Tamil Nadu-S22,Dharmapuri-GEN,S22-10,755322,728574,617619,594650,14,1,82.33,70753,1209826,Tamil Nadu,Dharmapuri,GEN,IN,330
Tamil Nadu-S22,Tiruvannamalai-GEN,S22-11,727122,742988,565142,579380,25,0,78.14,304187,1139412,Tamil Nadu,Tiruvannamalai,GEN,IN,331
Tamil Nadu-S22,Arani-GEN,S22-12,714407,731293,566134,571075,14,1,78.94,230806,1126986,Tamil Nadu,Arani,GEN,IN,332
Tamil Nadu-S22,Viluppuram-SC,S22-13,720769,722481,564557,566199,11,2,78.62,128068,1123597,Tamil Nadu,Viluppuram,SC,IN,333
Tamil Nadu-S22,Kallakurichi-GEN,S22-14,757882,770478,580683,617701,23,1,78.77,399919,1192799,Tamil Nadu,Kallakurichi,GEN,IN,334
Tamil Nadu-S22,Salem-GEN,S22-15,809738,802128,639561,610150,21,1,77.86,146926,1238329,Tamil Nadu,Salem,GEN,IN,335
Tamil Nadu-S22,Namakkal-GEN,S22-16,695237,717887,555962,573885,29,0,80.2,265151,1118701,Tamil Nadu,Namakkal,GEN,IN,336
Tamil Nadu-S22,Erode-GEN,S22-17,715588,746351,529075,532968,17,3,73.03,210618,1053068,Tamil Nadu,Erode,GEN,IN,337
Tamil Nadu-S22,Tiruppur-GEN,S22-18,762929,766765,566137,549529,12,0,73.17,93368,1097723,Tamil Nadu,Tiruppur,GEN,IN,338
Tamil Nadu-S22,Nilgiris -SC,S22-19,665318,700197,499957,507807,10,0,73.99,205823,992570,Tamil Nadu,Nilgiris,SC,IN,339
Tamil Nadu-S22,Coimbatore-GEN,S22-20,978134,980191,634627,610981,14,0,63.86,179143,1227695,Tamil Nadu,Coimbatore,GEN,IN,340
Tamil Nadu-S22,Pollachi-GEN,S22-21,745604,774484,536887,540497,12,2,71.15,175883,1066765,Tamil Nadu,Pollachi,GEN,IN,341
Tamil Nadu-S22,Dindigul-GEN,S22-22,753493,786839,568983,586609,21,0,75.24,538972,1145869,Tamil Nadu,Dindigul,GEN,IN,342
Tamil Nadu-S22,Karur-GEN,S22-23,678369,708196,532989,564924,38,4,79.52,420546,1093562,Tamil Nadu,Karur,GEN,IN,343
Tamil Nadu-S22,Tiruchirappalli-GEN,S22-24,739224,768938,513314,527326,22,2,69.46,459286,1033625,Tamil Nadu,Tiruchirappalli,GEN,IN,344
Tamil Nadu-S22,Perambalur-GEN,S22-25,678451,712477,524468,570254,17,2,79.23,403518,1091442,Tamil Nadu,Perambalur,GEN,IN,345
Tamil Nadu-S22,Cuddalore -GEN,S22-26,673636,689896,505581,533135,20,1,76.48,143983,1034477,Tamil Nadu,Cuddalore,GEN,IN,346
Tamil Nadu-S22,Chidambaram -SC,S22-27,736654,742394,553860,595522,11,2,77.91,3219,1137657,Tamil Nadu,Chidambaram,SC,IN,347
Tamil Nadu-S22,Mayiladuthurai-GEN,S22-28,734747,749533,529933,562966,26,1,73.9,261314,1089012,Tamil Nadu,Mayiladuthurai,GEN,IN,348
Tamil Nadu-S22,Nagapattinam -SC,S22-29,642854,660156,476344,521489,11,4,76.88,211353,992745,Tamil Nadu,Nagapattinam,SC,IN,349
Tamil Nadu-S22,Thanjavur-GEN,S22-30,710944,749199,495980,556575,11,1,72.5,368129,1044118,Tamil Nadu,Thanjavur,GEN,IN,350
Tamil Nadu-S22,Sivaganga-GEN,S22-31,765805,784512,495947,585207,24,2,69.87,332244,1075185,Tamil Nadu,Sivaganga,GEN,IN,351
Tamil Nadu-S22,Madurai-GEN,S22-32,757900,780137,500312,511142,24,3,66.02,139395,999839,Tamil Nadu,Madurai,GEN,IN,352
Tamil Nadu-S22,Theni -GEN,S22-33,768555,785306,571213,596677,29,1,75.17,76693,1162803,Tamil Nadu,Theni,GEN,IN,353
Tamil Nadu-S22,Virudhunagar-GEN,S22-34,724091,756375,520544,544786,27,1,72.41,154554,1057443,Tamil Nadu,Virudhunagar,GEN,IN,354
Tamil Nadu-S22,Ramanathapuram-GEN,S22-35,775765,782063,491515,569601,22,1,68.35,127122,1058551,Tamil Nadu,Ramanathapuram,GEN,IN,355
Tamil Nadu-S22,Thoothukkudi-GEN,S22-36,700366,724910,478152,507621,34,3,69.43,347209,982029,Tamil Nadu,Thoothukkudi,GEN,IN,356
Tamil Nadu-S22,Tenkasi -SC,S22-37,732490,756376,506970,548621,21,4,71.37,120767,1051032,Tamil Nadu,Tenkasi,SC,IN,357
Tamil Nadu-S22,Tirunelveli-GEN,S22-38,758331,787813,499295,533224,23,3,67.21,185720,1029382,Tamil Nadu,Tirunelveli,GEN,IN,358
Tamil Nadu-S22,Kanniyakumari-GEN,S22-39,753110,740055,510999,531602,15,0,69.83,259933,1042246,Tamil Nadu,Kanniyakumari,GEN,IN,359
Tripura-S23,Tripura West-GEN,S23-1,682053,665318,559005,542353,12,1,81.88,305689,1095795,Tripura,Tripura West,GEN,IN,360
Tripura-S23,Tripura East-ST,S23-2,637649,620291,529358,511554,8,2,82.85,204290,1034203,Tripura,Tripura East,ST,IN,361
Uttar Pradesh-S24,Saharanpur-GEN,S24-1,928665,808134,663829,565077,9,2,70.83,22417,1227462,Uttar Pradesh,Saharanpur,GEN,IN,362
Uttar Pradesh-S24,Kairana-GEN,S24-2,895685,766185,606832,514021,10,3,67.44,92160,1120505,Uttar Pradesh,Kairana,GEN,IN,363
