state_name,constituency_name,sheet,elector_General_m,elector_General_w,voter_General_m,voter_General_w,candidate_Contested_m,candidate_Contested_w,voter_POLLING PERCENTAGE_total,result_margin,votes_Total Valid Votes Polled,state_name_updated,constituency_name_updated,constituency_type_updated,country,id
Uttar Pradesh-S24,Muzaffarnagar-GEN,S24-3,915804,776398,624979,529210,10,0,68.32,6526,1154961,Uttar Pradesh,Muzaffarnagar,GEN,IN,364
Uttar Pradesh-S24,Bijnor-GEN,S24-4,891409,768170,585728,510581,13,0,66.15,69941,1096359,Uttar Pradesh,Bijnor,GEN,IN,365
Uttar Pradesh-S24,Nagina-SC,S24-5,841912,742139,515070,490879,6,1,63.64,166832,1002928,Uttar Pradesh,Nagina,SC,IN,366
Uttar Pradesh-S24,Moradabad-GEN,S24-6,1046205,909872,691615,588042,13,0,65.45,97878,1276449,Uttar Pradesh,Moradabad,GEN,IN,367
Uttar Pradesh-S24,Rampur-GEN,S24-7,901268,776744,565546,494611,8,3,63.17,109997,1054344,Uttar Pradesh,Rampur,GEN,IN,368
Uttar Pradesh-S24,Sambhal-GEN,S24-8,984671,843063,645902,536303,11,1,64.71,174826,1176239,Uttar Pradesh,Sambhal,GEN,IN,369
Uttar Pradesh-S24,Amroha-GEN,S24-9,873485,769654,616570,550735,10,0,71.01,63248,1162565,Uttar Pradesh,Amroha,GEN,IN,370
Uttar Pradesh-S24,Meerut-GEN,S24-10,1029220,859023,673088,538984,9,2,64.26,4729,1210097,Uttar Pradesh,Meerut,GEN,IN,371
Uttar Pradesh-S24,Baghpat-GEN,S24-11,886345,718824,581282,455777,12,1,64.64,23502,1039853,Uttar Pradesh,Baghpat,GEN,IN,372
Uttar Pradesh-S24,Ghaziabad-GEN,S24-12,1517276,1208747,854916,666970,10,2,55.86,501500,1516961,Uttar Pradesh,Ghaziabad,GEN,IN,373
Uttar Pradesh-S24,Gautam Buddha Nagar-GEN,S24-13,1263065,1034280,773558,616093,13,0,60.49,336922,1384581,Uttar Pradesh,Gautam Buddha Nagar,GEN,IN,374
Uttar Pradesh-S24,Bulandshahr-SC,S24-14,947675,834691,584669,533764,7,2,62.85,290057,1117910,Uttar Pradesh,Bulandshahr,SC,IN,375
Uttar Pradesh-S24,Aligarh-GEN,S24-15,1007199,874731,625385,530640,12,2,61.64,229261,1156916,Uttar Pradesh,Aligarh,GEN,IN,376
Uttar Pradesh-S24,Hathras-SC,S24-16,1002813,854317,621305,522728,8,0,61.7,260208,1141726,Uttar Pradesh,Hathras,SC,IN,377
Uttar Pradesh-S24,Mathura-GEN,S24-17,975843,823276,611218,486892,12,1,61,293471,1096931,Uttar Pradesh,Mathura,GEN,IN,378
Uttar Pradesh-S24,Agra-SC,S24-18,1054895,879857,644571,496879,7,2,59.11,211546,1139506,Uttar Pradesh,Agra,SC,IN,379
Uttar Pradesh-S24,Fatehpur Sikri-GEN,S24-19,933035,777839,580669,450331,13,2,60.34,495065,1026459,Uttar Pradesh,Fatehpur Sikri,GEN,IN,380
Uttar Pradesh-S24,Firozabad-GEN,S24-20,959567,825919,592593,479885,6,0,60.09,28781,1069190,Uttar Pradesh,Firozabad,GEN,IN,381
Uttar Pradesh-S24,Mainpuri-GEN,S24-21,927003,788932,543014,429681,12,0,56.67,94389,969807,Uttar Pradesh,Mainpuri,GEN,IN,382
Uttar Pradesh-S24,Etah-GEN,S24-22,875551,742365,536075,461773,13,1,61.65,122670,993330,Uttar Pradesh,Etah,GEN,IN,383
Uttar Pradesh-S24,Badaun-GEN,S24-23,1025789,864244,592408,486684,8,1,57.15,18454,1072502,Uttar Pradesh,Badaun,GEN,IN,384
Uttar Pradesh-S24,Aonla-GEN,S24-24,975553,808152,580835,469654,11,3,58.96,113743,1043597,Uttar Pradesh,Aonla,GEN,IN,385
Uttar Pradesh-S24,Bareilly-GEN,S24-25,978196,817769,589861,475904,13,3,59.43,167282,1064518,Uttar Pradesh,Bareilly,GEN,IN,386
Uttar Pradesh-S24,Pilibhit-GEN,S24-26,946831,812316,639291,543594,10,3,67.37,255627,1176616,Uttar Pradesh,Pilibhit,GEN,IN,387
Uttar Pradesh-S24,Shahjahanpur-SC,S24-27,1156851,955852,664430,515538,14,0,56.1,268418,1177120,Uttar Pradesh,Shahjahanpur,SC,IN,388
Uttar Pradesh-S24,Kheri-GEN,S24-28,946217,823637,623854,512343,12,2,64.19,218807,1127910,Uttar Pradesh,Kheri,GEN,IN,389
Uttar Pradesh-S24,Dhaurahra-GEN,S24-29,884143,759918,598573,464597,5,3,64.68,160611,1053042,Uttar Pradesh,Dhaurahra,GEN,IN,390
Uttar Pradesh-S24,Sitapur-GEN,S24-30,889879,775797,585694,477676,9,3,63.89,100833,1055648,Uttar Pradesh,Sitapur,GEN,IN,391
Uttar Pradesh-S24,Hardoi-SC,S24-31,980264,825787,587977,467415,10,1,58.52,132474,1046534,Uttar Pradesh,Hardoi,SC,IN,392
Uttar Pradesh-S24,Misrikh-SC,S24-32,974090,821404,572540,452522,10,3,57.13,100672,1016487,Uttar Pradesh,Misrikh,SC,IN,393
Uttar Pradesh-S24,Unnao-GEN,S24-33,1198903,989558,677560,557981,8,1,56.45,400956,1225886,Uttar Pradesh,Unnao,GEN,IN,394
Uttar Pradesh-S24,Mohanlalganj-SC,S24-34,1080559,940239,700199,563737,10,2,62.74,90204,1258799,Uttar Pradesh,Mohanlalganj,SC,IN,395
Uttar Pradesh-S24,Lucknow-GEN,S24-35,1094855,943588,609359,497732,14,1,54.72,347302,1109029,Uttar Pradesh,Lucknow,GEN,IN,396
Uttar Pradesh-S24,Rae Bareli-GEN,S24-36,891978,805874,486873,468447,13,2,56.31,167178,948304,Uttar Pradesh,Rae Bareli,GEN,IN,397
Uttar Pradesh-S24,Amethi-GEN,S24-37,922173,818720,479441,461540,25,2,54.05,55120,938513,Uttar Pradesh,Amethi,GEN,IN,398
Uttar Pradesh-S24,Sultanpur-GEN,S24-38,926205,845973,499120,499917,11,4,56.35,14526,990545,Uttar Pradesh,Sultanpur,GEN,IN,399
Uttar Pradesh-S24,Pratapgarh-GEN,S24-39,913360,792068,460484,449531,7,1,53.53,117752,902506,Uttar Pradesh,Pratapgarh,GEN,IN,400
Uttar Pradesh-S24,Farrukhabad-GEN,S24-40,925144,778705,551171,449196,9,0,58.7,221702,995516,Uttar Pradesh,Farrukhabad,GEN,IN,401
Uttar Pradesh-S24,Etawah-SC,S24-41,951467,800830,558464,464983,10,3,58.47,64437,1022205,Uttar Pradesh,Etawah,SC,IN,402
Uttar Pradesh-S24,Kannauj-GEN,S24-42,1021649,848633,622274,514822,8,2,60.83,12353,1132331,Uttar Pradesh,Kannauj,GEN,IN,403
Uttar Pradesh-S24,Kanpur-GEN,S24-43,892279,738887,475353,362893,11,3,51.62,155934,838937,Uttar Pradesh,Kanpur,GEN,IN,404
Uttar Pradesh-S24,Akbarpur-GEN,S24-44,959008,800787,572760,446366,13,1,58.05,275142,1017320,Uttar Pradesh,Akbarpur,GEN,IN,405
Uttar Pradesh-S24,Jalaun-SC,S24-45,1046199,882855,620288,506493,5,0,58.45,158377,1117441,Uttar Pradesh,Jalaun,SC,IN,406
Uttar Pradesh-S24,Jhansi-GEN,S24-46,1079122,960554,745494,633910,9,2,67.67,365683,1362651,Uttar Pradesh,Jhansi,GEN,IN,407
Uttar Pradesh-S24,Hamirpur-GEN,S24-47,952225,795139,590920,496952,14,0,62.31,248652,1074623,Uttar Pradesh,Hamirpur,GEN,IN,408
Uttar Pradesh-S24,Banda-GEN,S24-48,925457,774889,551269,481995,7,1,60.78,58938,1015299,Uttar Pradesh,Banda,GEN,IN,409
Uttar Pradesh-S24,Fatehpur-GEN,S24-49,995197,839996,552984,486248,9,1,56.74,198205,1028963,Uttar Pradesh,Fatehpur,GEN,IN,410
Uttar Pradesh-S24,Kaushambi-SC,S24-50,958039,825984,507213,464469,12,0,54.53,38722,959669,Uttar Pradesh,Kaushambi,SC,IN,411
Uttar Pradesh-S24,Phulpur-GEN,S24-51,1098395,907619,538435,435879,12,2,48.66,171968,970354,Uttar Pradesh,Phulpur,GEN,IN,412
Uttar Pradesh-S24,Allahabad-GEN,S24-52,937849,775769,494017,392794,12,1,51.8,184275,881431,Uttar Pradesh,Allahabad,GEN,IN,413
Uttar Pradesh-S24,Barabanki-SC,S24-53,969369,846679,637599,517214,7,6,63.59,110140,1146556,Uttar Pradesh,Barabanki,SC,IN,414
Uttar Pradesh-S24,Faizabad-GEN,S24-54,972239,847761,571394,514352,11,2,59.67,65477,1077733,Uttar Pradesh,Faizabad,GEN,IN,415
Uttar Pradesh-S24,Ambedkar Nagar-GEN,S24-55,955646,827645,556597,531868,10,1,61.05,95880,1078808,Uttar Pradesh,Ambedkar Nagar,GEN,IN,416
Uttar Pradesh-S24,Bahraich-SC,S24-56,919292,809970,528086,460816,8,2,57.22,128752,976659,Uttar Pradesh,Bahraich,SC,IN,417
Uttar Pradesh-S24,Kaiserganj-GEN,S24-57,967352,837317,522251,457572,11,1,54.34,261601,968232,Uttar Pradesh,Kaiserganj,GEN,IN,418
Uttar Pradesh-S24,Shrawasti-GEN,S24-58,1037727,876642,548122,448359,10,0,52.07,5320,979899,Uttar Pradesh,Shrawasti,GEN,IN,419
Uttar Pradesh-S24,Gonda-GEN,S24-59,961860,807642,490088,432094,14,1,52.19,166360,915398,Uttar Pradesh,Gonda,GEN,IN,420
Uttar Pradesh-S24,Domariyaganj-GEN,S24-60,1017715,867305,489185,495930,10,0,52.26,105321,973512,Uttar Pradesh,Domariyaganj,GEN,IN,421
Uttar Pradesh-S24,Basti-GEN,S24-61,995886,847394,537937,510947,11,0,57.15,30354,1044204,Uttar Pradesh,Basti,GEN,IN,422
Uttar Pradesh-S24,Sant Kabir Nagar-GEN,S24-62,1062862,896078,527427,533378,7,0,54.17,35749,1050759,Uttar Pradesh,Sant Kabir Nagar,GEN,IN,423
Uttar Pradesh-S24,Maharajganj-GEN,S24-63,1021199,891448,607060,618619,13,1,64.06,340424,1216438,Uttar Pradesh,Maharajganj,GEN,IN,424
Uttar Pradesh-S24,Gorakhpur-GEN,S24-64,1081325,895300,627713,553509,10,0,59.79,301664,1176947,Uttar Pradesh,Gorakhpur,GEN,IN,425
Uttar Pradesh-S24,Kushi Nagar-GEN,S24-65,952174,807660,526776,522399,12,1,59.78,337560,1044820,Uttar Pradesh,Kushi Nagar,GEN,IN,426
Uttar Pradesh-S24,Deoria-GEN,S24-66,954367,796570,506109,502783,11,0,57.88,249931,1001942,Uttar Pradesh,Deoria,GEN,IN,427
Uttar Pradesh-S24,Bansgaon-SC,S24-67,956777,789649,482600,482462,4,0,55.34,153468,955043,Uttar Pradesh,Bansgaon,SC,IN,428
Uttar Pradesh-S24,Lalganj-SC,S24-68,933391,816470,468375,489947,13,2,54.83,161597,955508,Uttar Pradesh,Lalganj,SC,IN,429
Uttar Pradesh-S24,Azamgarh-GEN,S24-69,969949,815606,523819,501829,15,0,57.52,259874,1021857,Uttar Pradesh,Azamgarh,GEN,IN,430
Uttar Pradesh-S24,Ghosi-GEN,S24-70,1067103,918014,589077,548040,14,1,57.28,122568,1135457,Uttar Pradesh,Ghosi,GEN,IN,431
Uttar Pradesh-S24,Salempur-GEN,S24-71,903036,756973,469667,446144,14,1,55.33,112615,914709,Uttar Pradesh,Salempur,GEN,IN,432
Uttar Pradesh-S24,Ballia-GEN,S24-72,992634,817045,531670,449438,9,1,54.3,15519,980117,Uttar Pradesh,Ballia,GEN,IN,433
Uttar Pradesh-S24,Jaunpur-GEN,S24-73,989530,876773,520123,518437,18,2,55.71,80936,1038211,Uttar Pradesh,Jaunpur,GEN,IN,434
Uttar Pradesh-S24,Machhlishahr-SC,S24-74,983037,862357,511790,520320,15,0,55.99,181,1024095,Uttar Pradesh,Machhlishahr,SC,IN,435
Uttar Pradesh-S24,Ghazipur-GEN,S24-75,1016718,850935,580248,519642,14,0,58.78,119392,1098756,Uttar Pradesh,Ghazipur,GEN,IN,436
Uttar Pradesh-S24,Chandauli-GEN,S24-76,954442,795187,589802,490253,12,1,61.76,13959,1073743,Uttar Pradesh,Chandauli,GEN,IN,437
Uttar Pradesh-S24,Varanasi-GEN,S24-77,1024965,829458,606306,452435,24,2,57.11,479505,1056439,Uttar Pradesh,Varanasi,GEN,IN,438
Uttar Pradesh-S24,Bhadohi-GEN,S24-78,1059276,881226,540234,496990,12,0,53.51,43615,1030303,Uttar Pradesh,Bhadohi,GEN,IN,439
Uttar Pradesh-S24,Mirzapur-GEN,S24-79,971042,871205,587558,520101,6,3,60.1,232008,1093612,Uttar Pradesh,Mirzapur,GEN,IN,440
Uttar Pradesh-S24,Robertsganj-SC,S24-80,927094,795026,534178,453411,10,2,57.34,54336,967169,Uttar Pradesh,Robertsganj,SC,IN,441
West Bengal-S25,Cooch behar-SC,S25-1,941477,869175,778609,741742,10,1,84.04,54231,1510193,West Bengal,Cooch behar,SC,IN,442
West Bengal-S25,Alipurduars-ST,S25-2,831717,811876,689356,686548,6,1,83.73,243989,1359042,West Bengal,Alipurduars,ST,IN,443
West Bengal-S25,Jalpaiguri-SC,S25-3,885452,846363,769205,728505,12,0,86.49,184004,1480994,West Bengal,Jalpaiguri,SC,IN,444
West Bengal-S25,Darjeeling-GEN,S25-4,807118,793425,642333,617792,15,1,78.65,413443,1256645,West Bengal,Darjeeling,GEN,IN,445
West Bengal-S25,Raiganj-GEN,S25-5,830316,769584,639728,632825,12,2,79.76,60574,1263360,West Bengal,Raiganj,GEN,IN,446
West Bengal-S25,Balurghat-GEN,S25-6,735801,693918,605721,589598,11,2,83.67,33293,1184435,West Bengal,Balurghat,GEN,IN,447
West Bengal-S25,Maldaha Uttar-GEN,S25-7,863317,820427,661444,690382,14,2,80.35,84288,1346667,West Bengal,Maldaha Uttar,GEN,IN,448
West Bengal-S25,Maldaha Dakshin-GEN,S25-8,800475,772924,625059,650335,9,1,81.19,8222,1267140,West Bengal,Maldaha Dakshin,GEN,IN,449
West Bengal-S25,Jangipur-GEN,S25-9,824119,789921,638429,664486,10,1,80.71,245782,1293149,West Bengal,Jangipur,GEN,IN,450
West Bengal-S25,Baharampur-GEN,S25-10,836792,795255,641365,654690,11,0,79.35,80696,1285911,West Bengal,Baharampur,GEN,IN,451
West Bengal-S25,Murshidabad-GEN,S25-11,882248,840476,720758,731221,11,0,84.27,226417,1438730,West Bengal,Murshidabad,GEN,IN,452
West Bengal-S25,Krishnanagar-GEN,S25-12,842215,782610,688470,672857,10,1,83.74,63218,1358935,West Bengal,Krishnanagar,GEN,IN,453
West Bengal-S25,Ranaghat-SC,S25-13,904849,851548,749675,729275,4,3,84.21,233428,1474898,West Bengal,Ranaghat,SC,IN,454
West Bengal-S25,Bangaon-SC,S25-14,871463,828277,716577,687887,9,1,82.58,111594,1400228,West Bengal,Bangaon,SC,IN,455
West Bengal-S25,Barrackpore-GEN,S25-15,739354,693893,579960,522600,13,2,76.89,14857,1091786,West Bengal,Barrackpore,GEN,IN,456
West Bengal-S25,Dum dum-GEN,S25-16,780277,784634,619195,583905,11,1,76.92,53002,1190169,West Bengal,Dum dum,GEN,IN,457
West Bengal-S25,Barasat-GEN,S25-17,870577,845388,729072,664191,9,3,81.21,110169,1377650,West Bengal,Barasat,GEN,IN,458
West Bengal-S25,Basirhat-GEN,S25-18,863040,813617,753166,679304,12,1,85.4,350369,1424233,West Bengal,Basirhat,GEN,IN,459
West Bengal-S25,Jaynagar-SC,S25-19,846217,801488,710417,644971,7,1,82.27,316775,1345659,West Bengal,Jaynagar,SC,IN,460
West Bengal-S25,Mathurapur-SC,S25-20,851899,799160,722868,678047,9,0,84.86,203974,1395043,West Bengal,Mathurapur,SC,IN,461
West Bengal-S25,Diamond harbour-GEN,S25-21,886338,832059,745450,662528,9,1,81.96,320594,1392755,West Bengal,Diamond harbour,GEN,IN,462
West Bengal-S25,Jadavpur-GEN,S25-22,909067,906965,743145,691668,9,4,79.09,295239,1421353,West Bengal,Jadavpur,GEN,IN,463
West Bengal-S25,Kolkata Dakshin-GEN,S25-23,896368,831858,638271,565962,9,4,69.79,155192,1191821,West Bengal,Kolkata Dakshin,GEN,IN,464
West Bengal-S25,Kolkata Uttar-GEN,S25-24,794275,649528,527881,421566,19,2,65.83,127095,943877,West Bengal,Kolkata Uttar,GEN,IN,465
West Bengal-S25,Howrah-GEN,S25-25,852985,780190,656812,564529,18,1,74.81,103695,1215956,West Bengal,Howrah,GEN,IN,466
West Bengal-S25,Uluberia-GEN,S25-26,831593,782405,676981,633018,6,4,81.18,215359,1301700,West Bengal,Uluberia,GEN,IN,467
West Bengal-S25,Srerampur-GEN,S25-27,914863,869085,722334,677696,11,0,78.51,98536,1381204,West Bengal,Srerampur,GEN,IN,468
West Bengal-S25,Hooghly-GEN,S25-28,890036,874548,735764,719695,7,2,82.52,73362,1444317,West Bengal,Hooghly,GEN,IN,469
West Bengal-S25,Arambagh-SC,S25-29,904546,858431,745780,724650,7,2,83.41,1142,1451486,West Bengal,Arambagh,SC,IN,470
West Bengal-S25,Tamluk-GEN,S25-30,875516,816491,731556,712353,12,0,85.36,190165,1435966,West Bengal,Tamluk,GEN,IN,471
West Bengal-S25,Kanthi-GEN,S25-31,856922,800135,723072,698678,7,0,85.79,111668,1415560,West Bengal,Kanthi,GEN,IN,472
West Bengal-S25,Ghatal-GEN,S25-32,921051,876615,738122,748473,6,1,82.71,107973,1475008,West Bengal,Ghatal,GEN,IN,473
West Bengal-S25,Jhargram-ST,S25-33,827037,812336,710101,691203,6,3,85.65,11767,1388522,West Bengal,Jhargram,ST,IN,474
West Bengal-S25,Medinipur-GEN,S25-34,846409,825954,713838,693138,9,0,84.21,88952,1395057,West Bengal,Medinipur,GEN,IN,475
West Bengal-S25,Purulia-GEN,S25-35,840972,802592,695989,656252,14,1,82.34,204732,1343914,West Bengal,Purulia,GEN,IN,476
West Bengal-S25,Bankura-GEN,S25-36,837180,807335,703940,663542,15,0,83.2,174333,1357836,West Bengal,Bankura,GEN,IN,477
West Bengal-S25,Bishnupur-SC,S25-37,828805,794282,731565,686305,9,0,87.31,78047,1406212,West Bengal,Bishnupur,SC,IN,478
West Bengal-S25,Bardhaman Purba-SC,S25-38,868090,828393,731115,706739,7,0,84.76,89311,1428526,West Bengal,Bardhaman Purba,SC,IN,479
West Bengal-S25,Bardhaman Durgapur-GEN,S25-39,880677,851727,738241,693229,4,2,82.66,2439,1414467,West Bengal,Bardhaman Durgapur,GEN,IN,480
West Bengal-S25,Asansol-GEN,S25-40,842781,772092,664991,572239,9,1,76.62,197637,1223688,West Bengal,Asansol,GEN,IN,481
West Bengal-S25,Bolpur-SC,S25-41,869828,832514,747330,711617,7,0,85.7,106402,1448991,West Bengal,Bolpur,SC,IN,482
West Bengal-S25,Birbhum-GEN,S25-42,860967,835865,743725,703397,7,2,85.3,88924,1437105,West Bengal,Birbhum,GEN,IN,483
Chhattisgarh-S26,SARGUJA-ST,S26-1,829398,824407,648612,629773,7,3,77.37,157873,1251424,Chhattisgarh,SARGUJA,ST,IN,484
Chhattisgarh-S26,RAIGARH-ST,S26-2,863317,868308,671128,675724,11,3,77.87,66027,1334395,Chhattisgarh,RAIGARH,ST,IN,485
Chhattisgarh-S26,JANJGIR-CHAMPA-SC,S26-3,964113,931094,635661,607315,10,5,65.76,83255,1237669,Chhattisgarh,JANJGIR-CHAMPA,SC,IN,486
Chhattisgarh-S26,KORBA-GEN,S26-4,758198,749526,574105,560913,12,1,75.35,26249,1117598,Chhattisgarh,KORBA,GEN,IN,487
Chhattisgarh-S26,BILASPUR-GEN,S26-5,952657,923156,623184,584177,23,2,64.44,141763,1205069,Chhattisgarh,BILASPUR,GEN,IN,488
Chhattisgarh-S26,RAJNANDGAON-GEN,S26-6,858203,857283,663568,640925,10,4,76.15,111966,1287597,Chhattisgarh,RAJNANDGAON,GEN,IN,489
Chhattisgarh-S26,DURG-GEN,S26-7,976652,961601,715194,674156,18,3,71.74,391978,1387725,Chhattisgarh,DURG,GEN,IN,490
Chhattisgarh-S26,RAIPUR-GEN,S26-8,1071920,1038885,721979,671279,23,2,66.12,348238,1391958,Chhattisgarh,RAIPUR,GEN,IN,491
Chhattisgarh-S26,MAHASAMUND-GEN,S26-9,812761,824219,617513,602242,13,0,74.63,90511,1201094,Chhattisgarh,MAHASAMUND,GEN,IN,492
Chhattisgarh-S26,BASTAR-ST,S26-10,662385,715509,444689,465274,7,0,66.19,38982,871179,Chhattisgarh,BASTAR,ST,IN,493
Chhattisgarh-S26,KANKER-ST,S26-11,767356,787608,577274,577547,9,0,74.36,6914,1132480,Chhattisgarh,KANKER,ST,IN,494
Jharkhand-S27,Rajmahal-ST,S27-1,741411,712091,528919,516393,12,2,72.03,99195,1034738,Jharkhand,Rajmahal,ST,IN,495
Jharkhand-S27,Dumka-ST,S27-2,718046,678255,518137,505399,13,2,73.43,47590,1011572,Jharkhand,Dumka,ST,IN,496
Jharkhand-S27,Godda-GEN,S27-3,905082,809772,610174,578795,12,1,69.55,184227,1175353,Jharkhand,Godda,GEN,IN,497
Jharkhand-S27,Chatra-GEN,S27-4,748595,674206,463730,458631,26,0,64.97,377871,917625,Jharkhand,Chatra,GEN,IN,498
Jharkhand-S27,Kodarma-GEN,S27-5,958522,853546,594662,613587,12,2,66.67,455600,1178377,Jharkhand,Kodarma,GEN,IN,499
Jharkhand-S27,Giridih-GEN,S27-6,877931,769764,576909,526778,13,2,67.11,248347,1087210,Jharkhand,Giridih,GEN,IN,500
Jharkhand-S27,Dhanbad-GEN,S27-7,1121554,946640,681732,567412,18,2,60.45,486194,1248471,Jharkhand,Dhanbad,GEN,IN,501
Jharkhand-S27,Ranchi-GEN,S27-8,998370,912504,641669,589258,19,1,64.45,282780,1230547,Jharkhand,Ranchi,GEN,IN,502
Jharkhand-S27,Jamshedpur-GEN,S27-9,871101,830183,590506,552796,19,4,67.18,302090,1138413,Jharkhand,Jamshedpur,GEN,IN,503
Jharkhand-S27,Singhbhum-ST,S27-10,634972,633132,441917,436562,7,2,69.24,72155,855059,Jharkhand,Singhbhum,ST,IN,504
Jharkhand-S27,Khunti-ST,S27-11,601003,598507,410870,419556,7,4,69.21,1445,811132,Jharkhand,Khunti,ST,IN,505
Jharkhand-S27,Lohardaga-ST,S27-12,626099,601405,404489,409371,14,0,66.24,10363,806767,Jharkhand,Lohardaga,ST,IN,506
Jharkhand-S27,Palamau-SC,S27-13,1011588,865466,626122,579847,17,2,64.3,477606,1203939,Jharkhand,Palamau,SC,IN,507
Jharkhand-S27,Hazaribagh-GEN,S27-14,884348,780116,552495,526659,15,1,64.82,479548,1073390,Jharkhand,Hazaribagh,GEN,IN,508
Uttarakhand-S28,Tehri Garhwal-GEN,S28-1,775618,705545,428054,435743,13,2,58.66,300586,869793,Uttarakhand,Tehri Garhwal,GEN,IN,509
Uttarakhand-S28,Garhwal-GEN,S28-2,674627,646703,330296,391050,9,0,54.79,302669,730508,Uttarakhand,Garhwal,GEN,IN,510
Uttarakhand-S28,Almora-SC,S28-3,666962,642123,309061,368861,4,2,51.91,232986,678967,Uttarakhand,Almora,SC,IN,511
Uttarakhand-S28,Nainital-udhamsingh Nagar-GEN,S28-4,956194,862051,647658,601589,7,0,68.83,339096,1247962,Uttarakhand,Nainital-udhamsingh Nagar,GEN,IN,512
Uttarakhand-S28,Hardwar-GEN,S28-5,980529,854878,671478,593713,14,1,69.05,258729,1264749,Uttarakhand,Hardwar,GEN,IN,513
Telangana-S29,Adilabad -ST,S29-1,730233,758064,523054,539832,10,1,71.4,58560,1050694,Telangana,Adilabad,ST,IN,514
Telangana-S29,Peddapalle -SC,S29-2,739571,738338,484439,484738,15,2,65.58,95180,961080,Telangana,Peddapalle,SC,IN,515
Telangana-S29,Karimnagar -GEN,S29-3,815145,835615,558800,588108,14,1,69.49,89508,1139718,Telangana,Karimnagar,GEN,IN,516
Telangana-S29,Nizamabad-GEN,S29-4,737445,815259,474024,587594,183,2,68.42,70875,1060737,Telangana,Nizamabad,GEN,IN,517
Telangana-S29,Zahirabad-GEN,S29-5,737455,760455,514518,529323,11,1,69.69,6229,1033225,Telangana,Zahirabad,GEN,IN,518
Telangana-S29,Medak-GEN,S29-6,798836,804070,581947,567533,10,0,71.74,316427,1134833,Telangana,Medak,GEN,IN,519
Telangana-S29,Malkajgiri-GEN,S29-7,1637281,1511786,823072,738294,11,1,49.62,10919,1545168,Telangana,Malkajgiri,GEN,IN,520
Telangana-S29,Secundrabad-GEN,S29-8,1024704,943107,488024,426124,26,2,46.49,62114,906068,Telangana,Secundrabad,GEN,IN,521
Telangana-S29,Hyderabad-GEN,S29-9,1012229,945250,479564,397698,15,0,44.84,282186,872219,Telangana,Hyderabad,GEN,IN,522
Telangana-S29,CHEVELLA-GEN,S29-10,1264060,1178245,678645,620290,21,2,53.22,14317,1290950,Telangana,CHEVELLA,GEN,IN,523
Telangana-S29,Mahbubnagar-GEN,S29-11,751177,753933,494155,489732,11,1,65.38,77829,974034,Telangana,Mahbubnagar,GEN,IN,524
Telangana-S29,Nagarkurnool-SC,S29-12,797668,789574,502620,486427,8,3,62.33,189748,976322,Telangana,Nagarkurnool,SC,IN,525
Telangana-S29,Nalgonda-GEN,S29-13,784008,801275,585803,588944,25,2,74.13,25682,1170143,Telangana,Nalgonda,GEN,IN,526
Telangana-S29,Bhongir -GEN,S29-14,818572,808925,616922,594332,13,0,74.48,5219,1200610,Telangana,Bhongir,GEN,IN,527
Telangana-S29,Warangal-SC,S29-15,828882,837021,530268,530078,13,2,63.69,350298,1042844,Telangana,Warangal,SC,IN,528
Telangana-S29,Mahabubabad  -ST,S29-16,701892,721380,485104,497622,10,4,69.05,146663,969453,Telangana,Mahabubabad,ST,IN,529
Telangana-S29,Khammam -GEN,S29-17,739482,773402,559568,578825,22,1,75.3,168062,1123999,Telangana,Khammam,GEN,IN,530
Andaman & Nicobar Islands-U01,Andaman & Nicobar Islands-GEN,U01-1,168701,149168,109407,97671,14,1,65.09,1407,205884,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,IN,531
Chandigarh-U02,CHANDIGARH-GEN,U02-1,341618,304411,240634,215557,27,9,70.6,46970,452233,Chandigarh,CHANDIGARH,GEN,IN,532
Dadra & Nagar Haveli-U03,Dadra And Nagar Haveli-ST,U03-1,132389,117629,103446,95479,10,1,79.58,9001,196033,Dadra & Nagar Haveli,Dadra And Nagar Haveli,ST,IN,533
Daman & Diu-U04,Daman & diu-GEN,U04-1,60978,60726,41600,45841,4,0,71.85,9942,85982,Daman & Diu,Daman & diu,GEN,IN,534
NCT OF Delhi-U05,CHANDNI CHOWK                 -GEN,U05-1,848303,713393,540841,438037,21,5,62.75,228145,975257,NCT OF Delhi,CHANDNI CHOWK,GEN,IN,535
NCT OF Delhi-U05,NORTH EAST DELHI              -GEN,U05-2,1252189,1037218,807473,650546,23,1,63.81,366102,1456886,NCT OF Delhi,NORTH EAST DELHI,GEN,IN,536
NCT OF Delhi-U05,EAST DELHI                    -GEN,U05-3,1128885,909306,694305,561981,22,4,61.68,391222,1252901,NCT OF Delhi,EAST DELHI,GEN,IN,537
NCT OF Delhi-U05,NEW DELHI                     -GEN,U05-4,894985,720840,506403,412647,25,2,56.91,256504,913940,NCT OF Delhi,NEW DELHI,GEN,IN,538
NCT OF Delhi-U05,NORTH WEST DELHI              -SC,U05-5,1304555,1072891,775650,626168,10,1,58.97,553897,1392752,NCT OF Delhi,NORTH WEST DELHI,SC,IN,539
NCT OF Delhi-U05,WEST DELHI                    -GEN,U05-6,1276652,1090797,780000,657076,22,1,60.78,578486,1432664,NCT OF Delhi,WEST DELHI,GEN,IN,540
